match_id,season,match_date,event_name,team1,team2,toss_winner,toss_decision,winner,ground,h2h,h2h_team1_wins,h2h_team1_wins%,h2h_venue,h2h_venue_team1_wins,h2h_venue_team1_wins%,team1_venue,team2_venue,team1_venue_wins,team2_venue_wins,team1_venue_wins%,team2_venue_wins%,team1_last_5_wins,team2_last_5_wins
1302627,2022,2022-03-21,ICC Men's Cricket World Cup League 2,United Arab Emirates,Nepal,Nepal,field,United Arab Emirates,"Dubai International Cricket Stadium, Dubai",15,6,40,4,3,75,14,6,3,1,21,16,2,2
1277098,2022,2022-03-20,Bangladesh tour of South Africa,South Africa,Bangladesh,Bangladesh,bat,South Africa,"The Wanderers Stadium, Johannesburg",18,12,67,1,1,100,9,1,1,0,11,0,3,4
1302626,2022,2022-03-19,ICC Men's Cricket World Cup League 2,United Arab Emirates,Papua New Guinea,United Arab Emirates,bat,Papua New Guinea,"Dubai International Cricket Stadium, Dubai",10,5,50,3,0,0,14,5,0,3,0,60,2,1
1302625,2022,2022-03-18,ICC Men's Cricket World Cup League 2,United Arab Emirates,Nepal,United Arab Emirates,bat,United Arab Emirates,"Dubai International Cricket Stadium, Dubai",15,6,40,4,3,75,14,6,3,1,21,16,2,1
1277097,2022,2022-03-18,Bangladesh tour of South Africa,South Africa,Bangladesh,South Africa,field,Bangladesh,"Supersport Park, Centurion",18,12,67,2,0,0,24,2,0,2,0,100,3,4
1302624,2022,2022-03-16,ICC Men's Cricket World Cup League 2,Papua New Guinea,Nepal,Papua New Guinea,bat,Nepal,"Sharjah Cricket Association Stadium, Sharjah",9,2,22,1,0,0,1,1,0,1,0,100,1,1
1302623,2022,2022-03-15,ICC Men's Cricket World Cup League 2,United Arab Emirates,Papua New Guinea,Papua New Guinea,bat,United Arab Emirates,"Sharjah Cricket Association Stadium, Sharjah",10,5,50,1,1,100,2,1,1,0,50,0,3,1
1302622,2022,2022-03-14,ICC Men's Cricket World Cup League 2,Oman,Namibia,Oman,bat,Namibia,"Dubai International Cricket Stadium, Dubai",6,1,17,1,0,0,1,3,0,1,0,33,2,2
1302621,2022,2022-03-12,ICC Men's Cricket World Cup League 2,United Arab Emirates,Namibia,Namibia,field,United Arab Emirates,"Sharjah Cricket Association Stadium, Sharjah",7,6,86,1,1,100,2,2,1,0,50,0,2,2
1302620,2022,2022-03-11,ICC Men's Cricket World Cup League 2,Oman,Namibia,Namibia,bat,Oman,"Sharjah Cricket Association Stadium, Sharjah",6,1,17,1,1,100,1,2,1,0,100,0,2,2
1302619,2022,2022-03-09,ICC Men's Cricket World Cup League 2,United Arab Emirates,Oman,Oman,bat,Oman,"Icc Global Cricket Academy, Dubai",7,3,43,2,0,0,16,2,0,2,0,100,2,2
1302618,2022,2022-03-08,ICC Men's Cricket World Cup League 2,United Arab Emirates,Namibia,United Arab Emirates,field,United Arab Emirates,"Icc Global Cricket Academy, Dubai",7,6,86,1,1,100,16,2,1,0,6,0,3,3
1302617,2022,2022-03-06,ICC Men's Cricket World Cup League 2,Oman,Namibia,Namibia,bat,Namibia,"Icc Global Cricket Academy, Dubai",6,1,17,1,0,0,1,2,0,1,0,50,2,3
1302616,2022,2022-03-05,ICC Men's Cricket World Cup League 2,United Arab Emirates,Oman,United Arab Emirates,field,Oman,"Icc Global Cricket Academy, Dubai",7,3,43,2,0,0,16,2,0,2,0,100,4,2
1299831,2022,2022-02-28,Afghanistan tour of Bangladesh,Bangladesh,Afghanistan,Bangladesh,bat,Afghanistan,"Zahur Ahmed Chowdhury Stadium, Chittagong, Chattogram",16,10,62,6,3,50,6,6,3,3,50,50,1,3
1299830,2022,2022-02-25,Afghanistan tour of Bangladesh,Bangladesh,Afghanistan,Bangladesh,bat,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chittagong, Chattogram",16,10,62,6,3,50,6,6,3,3,50,50,0,4
