match_id,season,match_date,event_name,team1,team2,toss_winner,toss_decision,winner,ground,h2h,h2h_team1_wins,h2h_team1_wins%,h2h_venue,h2h_venue_team1_wins,h2h_venue_team1_wins%,team1_venue,team2_venue,team1_venue_wins,team2_venue_wins,team1_venue_wins%,team2_venue_wins%,team1_last_5_wins,team2_last_5_wins
1243913,2022,2022-03-08,ICC Women's World Cup,Pakistan,Australia,Australia,field,Australia,"Bay Oval, Mount Maunganui",10,0,0,1,0,0,2,8,0,1,0,12,4,4
1243912,2022,2022-03-07,ICC Women's World Cup,New Zealand,Bangladesh,New Zealand,field,New Zealand,"University Oval, Dunedin",2,2,100,1,1,100,3,2,1,0,33,0,2,1
1243911,2022,2022-03-06,ICC Women's World Cup,Pakistan,India,India,bat,India,"Bay Oval, Mount Maunganui",3,0,0,1,0,0,2,2,0,1,0,50,3,4
1243910,2022,2022-03-05,ICC Women's World Cup,England,Australia,England,field,Australia,"Seddon Park, Hamilton",25,8,32,1,0,0,1,1,0,1,0,100,4,4
1243909,2022,2022-03-05,ICC Women's World Cup,South Africa,Bangladesh,Bangladesh,field,South Africa,"University Oval, Dunedin",14,13,93,1,1,100,1,2,1,0,100,0,4,2
1243908,2022,2022-03-04,ICC Women's World Cup,West Indies,New Zealand,New Zealand,field,West Indies,"Bay Oval, Mount Maunganui",9,3,33,1,1,100,2,1,1,0,50,0,3,2
1289036,2022,2022-02-24,India Women tour of New Zealand,New Zealand,India,New Zealand,bat,India,"John Davies Oval, Queenstown",12,6,50,5,4,80,5,5,4,1,80,20,2,4
1289035,2022,2022-02-22,India Women tour of New Zealand,New Zealand,India,India,field,New Zealand,"John Davies Oval, Queenstown",12,6,50,5,4,80,5,5,4,1,80,20,3,3
1289034,2022,2022-02-18,India Women tour of New Zealand,New Zealand,India,New Zealand,field,New Zealand,"John Davies Oval, Queenstown",12,6,50,5,4,80,5,5,4,1,80,20,3,2
1289033,2022,2022-02-15,India Women tour of New Zealand,New Zealand,India,India,bat,New Zealand,"John Davies Oval, Queenstown",12,6,50,5,4,80,5,5,4,1,80,20,4,2
1289032,2022,2022-02-12,India Women tour of New Zealand,New Zealand,India,India,field,New Zealand,"John Davies Oval, Queenstown",12,6,50,5,4,80,5,5,4,1,80,20,3,2
